X;Y;nom_amenageur;siren_amenageur;contact_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;id_station_itinerance;id_station_local;nom_station;implantation_station;adresse_station;code_insee_commune;coordonneesXY;nbre_pdc;id_pdc_itinerance;id_pdc_local;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;condition_acces;reservation;horaires;accessibilite_pmr;restriction_gabarit;station_deux_roues;raccordement;num_pdl;date_mise_en_service;observations;date_maj
6.40387;44.5276870005064;SYME05;;;SYME05;;;E Born;Non concerné;;;;;"05164";"[6.4038699999999995,44.527687000506404]";"2";Non concerné;FR*S05*P05164*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;true;;;;node/5759485765;2020-03-14
3.2472346;50.1809593994119;;;;Lidl;;;;Non concerné;;;;;"59122";"[3.2472345999999996,50.18095939941186]";;Non concerné;;;;true;true;true;;false;;;;;Accès libre;;;Non accessible;;;;;;node/5015528609;2022-05-19
3.2446243;48.7020926997662;SDESM;;;Izivia;;+33 1 85 45 06 88;Ecocharge77;Non concerné;;;;;"77032";"[3.2446243,48.70209269976621]";"2";Non concerné;FR*S77*P77032A;;true;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/6709448904;2020-04-19
6.8031201;48.6880855997697;;;;;;;;Non concerné;;Moussey - Bataville;;;"57488";"[6.8031201,48.68808559976968]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/7016623125;2019-11-28
3.8793165;43.5858658005414;;;;;;;Révéo;Non concerné;;;;;"34172";"[3.879316499999999,43.58586580054137]";"2";Non concerné;FR*M34*P34172*007;;;;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8680343283;2021-04-30
4.8492361;45.7618408003778;IZIVIA FMET 1;;;Izivia;sav@izivia.com;"+33972668001";GRAND LYON;Non concerné;"LY317D;MAT-009112";"LY317D;MAT-009112 - IZIVIA Grand Lyon | Lyon 3 | Bonnel";;;"69123";"[4.849236099999999,45.761840800377826]";"1";Non concerné;FR*GLY*PLYON12841;;;true;;;;true;;false;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/10803919139;2023-04-12
4.3440556;45.2137251004464;SDE43 - Haute-Loire;;;SPBR1;;;Réseau eborn;Non concerné;;;;;"43087";"[4.344055599999999,45.21372510044643]";"2";Non concerné;FR*EBN*PED9WZC9LMX;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9472286921;2022-02-03
0.0467522;49.1495302996554;SDEC ENERGIE;;;MobiSDEC;;;MobiSDEC;Non concerné;;;;;"14126";"[0.046752199999999994,49.14953029965537]";"2";Non concerné;FR*T14*P*ET169;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7093539801;2020-12-09
4.7832036;45.7854818003745;;;;Electra;;;;Non concerné;;Electra Écully - Smart Lyon Écully;;;"69081";"[4.783203599999999,45.78548180037447]";"4";Non concerné;;;;;true;;;true;;true;;0.44€ / kWh;Accès libre;;;Accessibilité inconnue;;;;;;node/10051641050;2023-01-29
-4.5065969;48.2259420998833;SDE29;;;Freshmile;;;La Borne Électrique;Non concerné;;;;;"29042";"[-4.5065969,48.22594209988327]";"2";Non concerné;FRS29PSDE29FIFI;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6624870432;2020-03-21
55.489985;-21.3406368002715;;;;;;;;Non concerné;;;;;"97416";"[55.489985,-21.340636800271543]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/4027236693;2016-02-26
5.4006064;43.2770287005413;Ford Marseille;;;DRIVECO;;;Ford Marseille;Non concerné;;;;;"13055";"[5.400606399999999,43.27702870054126]";"5";Non concerné;FR*G39*PMAURINFORD13010*1;;true;true;;;;false;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9648190112;2022-04-07
2.9101141;49.2215777996376;;;;;;;;Non concerné;;;;;"60176";"[2.9101140999999995,49.22157779963763]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10300352432;2023-01-06
-1.3526806;43.3162534005416;;;;;;;;Non concerné;;;;;"64350";"[-1.3526805999999998,43.31625340054158]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9798936012;2022-06-06
2.0647943;48.8086238997398;Grand Paris Aménagement;;;Bouygues Énergies et Services;;;Alizé Liberté;Non concerné;;;;;"78545";"[2.0647942999999995,48.80862389973978]";"2";Non concerné;;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7876927368;2021-07-05
6.3619348;44.5760713005031;SYME05;;;SYME05;;;E Born;Non concerné;;;;;"05114";"[6.361934799999999,44.57607130050314]";"2";Non concerné;FR*S05*P05114*B;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/3564235028;2020-09-16
6.8647038;47.586987400034;Territoire d'Énergie 90;;;Freshmile;;;Territoire d'Énergie 90;Non concerné;;;;;"90094";"[6.864703799999999,47.586987400034]";"4";Non concerné;FR*S90*P090094133;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7471334670;2020-05-01
2.1379975;43.9182363005352;;;;Ecomobility;;;;Non concerné;;;;;"81004";"[2.1379975,43.918236300535185]";"2";Non concerné;;;;;;;;;;;;;Accès réservé;;;Accessibilité inconnue;;;;;;node/5646284886;2023-02-10
1.3893315;43.5642323005415;;;;;;;;Non concerné;;;;;"31555";"[1.3893315,43.56423230054155]";"2";Non concerné;;;;;;;;;;;;;Accès réservé;;;Accessibilité inconnue;;;;;;node/5810964256;2018-08-06
4.8612732;43.9720213005336;;;;Dispam (Le Pontet);;;;Non concerné;;;;;"84092";"[4.8612732,43.97202130053358]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/4749879522;2017-03-22
4.3827677;44.5995939005015;SDE07;;;SDE07;;;E Born;Non concerné;;eborn - SDE07;;;"07231";"[4.3827677,44.599593900501496]";"2";Non concerné;FR*S07*P07231*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5272376114;2020-04-24
9.2778057;41.6062022004537;;;;;;;;Non concerné;;;;;2A247;"[9.2778057,41.60620220045374]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9713349606;2022-05-04
0.6562883;47.4260486000702;;;;;;;;Non concerné;;;;;"37214";"[0.6562882999999999,47.42604860007016]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10702567673;2023-03-01
4.9045323;45.7468453003799;;;;izivia;;;;Non concerné;BRN05B;BRN05B;;;"69029";"[4.904532299999999,45.74684530037993]";;Non concerné;;;;;;;;;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/10175715773;2022-11-11
-4.0121293;47.8913636999635;SDE29;;;Izivia;;;Ouest Charge;Non concerné;;;;;"29058";"[-4.012129299999999,47.891363699963456]";"2";Non concerné;FRS29PSDE29AAQD;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9883830442;2022-07-12
5.9080911;44.9001642004775;SEDI;;;SEDI;;;E Born;Non concerné;;;;;"38518";"[5.9080911,44.90016420047746]";"2";Non concerné;FR*S38*P38518*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6070125439;2020-03-18
5.785247;43.3715375005419;Mouv Élec Var;;;Mouv Élec Var;;;;Non concerné;;NANS LES PINS_Avenue Julien Jourdan;;;"83087";"[5.785246999999999,43.37153750054188]";;Non concerné;FR*S83*P83087*B;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7255043989;2020-03-01
-1.7212825;48.1797888998945;;;;Huchet SAS - BMW Rennes;exploitation@driveco.com;;;Non concerné;;;;;"35278";"[-1.7212825,48.17978889989447]";"2";Non concerné;FR*SSD*PPAUTRICBMW357601;;;true;true;;;true;;true;;;Accès libre;;"Mo 08:00-12:30, Mo 13:30-19:00, Tu 08:00-12:30, Tu 13:30-19:00, We 08:00-12:30, We 13:30-19:00, Th 08:00-12:30, Th 13:30-19:00, Fr 08:00-12:30, Fr 13:30-19:00, Sa 09:00-12:30, Sa 13:30-18:30";Accessible mais non réservé PMR;;;;;;node/10139135711;2022-11-09
1.3914154;43.5695431005415;;;;Allego;;;smoov;Non concerné;FRALLEGO800050;FRALLEGO800050 - Allego;;;"31555";"[1.3914154,43.5695431005415]";"2";Non concerné;;;;;true;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10785277569;2023-04-04
4.4266859;45.4755545004159;;;;Eborn;;;;Non concerné;;;;;"42305";"[4.4266859,45.4755545004159]";"2";Non concerné;;;;;;;;true;;true;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9945335738;2022-08-10
0.5357993;46.7733996002066;Sorégies;;;Sorégies;;;ALTERBASE86;Non concerné;B014;B014;;;"86046";"[0.5357993,46.77339960020662]";"2";Non concerné;FR*S86*PSORE*B014;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/4982267397;2021-09-06
-3.8522124;48.5744504997978;;;;etotem / atomelec;;;;Non concerné;;;;;"29254";"[-3.8522123999999995,48.57445049979779]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8185551029;2022-09-05
6.973192;43.620225000541;CAPG;;;Izivia;;;WiiiZ;Non concerné;FR*A16*P*WIIZ*66*_*_*_;FR*A16*P*WIIZ*66*_*_*_ - Mouans-Sartoux Parking de la Gare;;;"06084";"[6.973192,43.62022500054102]";"2";Non concerné;FR*A16*P*WIIZ*66*_*_*_;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6087059476;2021-11-07
5.5580955;46.6718948002262;;;;Ville de Lons-le-Saunier;;;;Non concerné;;;;;"39300";"[5.5580955,46.67189480022618]";"2";Non concerné;;;;true;;;;false;;;;;Accès réservé;;;Accessibilité inconnue;;;;;;node/6777043990;2020-03-19
